,idx,mode,file,# Gadgets,CX depth,# CX,Rz depth,depth,# Rz,time,notes,matroid,root_heuristic,split_heuristic,arch_density,architecture
0,18,steiner,circuits/phasepoly/16qubits/100gadgets/Original5.qasm,100,652,1381,95,683,100,0 days 00:00:05.437191000,,gray,nash,count,0.2,16q-square
0,19,steiner,circuits/phasepoly/16qubits/100gadgets/Original19.qasm,100,647,1411,95,680,100,0 days 00:00:05.494394000,,gray,nash,count,0.2,16q-square
0,0,tket,circuits/phasepoly/16qubits/100gadgets/Original6.qasm,,2466,3108,100,2566,100,0 days 00:00:01.294333000,,gray,nash,count,0.2,16q-square
0,1,tket,circuits/phasepoly/16qubits/100gadgets/Original16.qasm,,2589,3186,100,2689,100,0 days 00:00:01.154237000,,gray,nash,count,0.2,16q-square
0,2,tket,circuits/phasepoly/16qubits/100gadgets/Original17.qasm,,2373,2903,100,2473,100,0 days 00:00:01.208172000,,gray,nash,count,0.2,16q-square
0,3,tket,circuits/phasepoly/16qubits/100gadgets/Original7.qasm,,2471,3169,100,2569,100,0 days 00:00:01.424178000,,gray,nash,count,0.2,16q-square
0,4,tket,circuits/phasepoly/16qubits/100gadgets/Original10.qasm,,2331,2953,100,2429,100,0 days 00:00:01.240123000,,gray,nash,count,0.2,16q-square
0,5,tket,circuits/phasepoly/16qubits/100gadgets/Original0.qasm,,2351,2842,100,2451,100,0 days 00:00:01.066780000,,gray,nash,count,0.2,16q-square
0,6,tket,circuits/phasepoly/16qubits/100gadgets/Original1.qasm,,2381,3073,100,2481,100,0 days 00:00:01.262906000,,gray,nash,count,0.2,16q-square
0,7,tket,circuits/phasepoly/16qubits/100gadgets/Original11.qasm,,2392,3016,100,2492,100,0 days 00:00:01.197021000,,gray,nash,count,0.2,16q-square
0,8,tket,circuits/phasepoly/16qubits/100gadgets/Original12.qasm,,2193,2798,100,2291,100,0 days 00:00:01.066347000,,gray,nash,count,0.2,16q-square
0,9,tket,circuits/phasepoly/16qubits/100gadgets/Original2.qasm,,2158,2694,100,2258,100,0 days 00:00:01.083711000,,gray,nash,count,0.2,16q-square
0,10,tket,circuits/phasepoly/16qubits/100gadgets/Original3.qasm,,2308,2937,100,2408,100,0 days 00:00:01.101870000,,gray,nash,count,0.2,16q-square
0,11,tket,circuits/phasepoly/16qubits/100gadgets/Original13.qasm,,2448,2986,100,2547,100,0 days 00:00:01.164819000,,gray,nash,count,0.2,16q-square
0,12,tket,circuits/phasepoly/16qubits/100gadgets/Original18.qasm,,2449,3160,100,2548,100,0 days 00:00:01.206919000,,gray,nash,count,0.2,16q-square
0,13,tket,circuits/phasepoly/16qubits/100gadgets/Original4.qasm,,2452,3096,100,2551,100,0 days 00:00:01.147406000,,gray,nash,count,0.2,16q-square
0,14,tket,circuits/phasepoly/16qubits/100gadgets/Original14.qasm,,2381,3077,100,2479,100,0 days 00:00:01.123961000,,gray,nash,count,0.2,16q-square
0,15,tket,circuits/phasepoly/16qubits/100gadgets/Original8.qasm,,2325,2879,100,2424,100,0 days 00:00:01.081171000,,gray,nash,count,0.2,16q-square
0,16,tket,circuits/phasepoly/16qubits/100gadgets/Original9.qasm,,2333,2933,99,2432,100,0 days 00:00:01.056578000,,gray,nash,count,0.2,16q-square
